2014,和歌山市,近畿,食料,"860,995"
2014,名古屋市,中部・北陸,食料,"1,018,868"
2014,北九州市,九州・沖縄,食料,"843,124"
2014,福島市,北海道・東北,食料,"891,787"
2014,福岡市,九州・沖縄,食料,"904,442"
2014,福井市,中部・北陸,食料,"905,738"
2014,富山市,中部・北陸,食料,"974,920"
2014,浜松市,中部・北陸,食料,"942,740"
2014,那覇市,九州・沖縄,食料,"741,331"
2014,奈良市,近畿,食料,"954,146"
2014,徳島市,中国・四国,食料,"884,639"
2014,東京都区部,関東甲信越,食料,"1,061,106"
2014,津市,中部・北陸,食料,"914,355"
2014,鳥取市,中国・四国,食料,"841,231"
2014,長野市,関東甲信越,食料,"924,440"
2014,長崎市,九州・沖縄,食料,"827,863"
2014,大分市,九州・沖縄,食料,"859,280"
2014,大津市,近畿,食料,"941,827"
2014,大阪市,近畿,食料,"923,226"
2014,相模原市,関東甲信越,食料,"968,486"
2014,前橋市,関東甲信越,食料,"878,566"
2014,川崎市,関東甲信越,食料,"1,035,263"
2014,千葉市,関東甲信越,食料,"965,680"
2014,仙台市,北海道・東北,食料,"939,829"
2014,静岡市,中部・北陸,食料,"948,435"
2014,青森市,北海道・東北,食料,"826,053"
2014,盛岡市,北海道・東北,食料,"893,291"
2014,水戸市,関東甲信越,食料,"866,075"
2014,神戸市,近畿,食料,"901,748"
2014,新潟市,関東甲信越,食料,"892,529"
2014,松山市,中国・四国,食料,"813,651"
2014,松江市,中国・四国,食料,"848,163"
2014,秋田市,北海道・東北,食料,"840,789"
2014,鹿児島市,九州・沖縄,食料,"836,070"
2014,山口市,中国・四国,食料,"869,665"
2014,山形市,北海道・東北,食料,"959,229"
2014,札幌市,北海道・東北,食料,"870,207"
2014,堺市,近畿,食料,"937,919"
2014,佐賀市,九州・沖縄,食料,"826,671"
2014,高知市,中国・四国,食料,"930,538"
2014,高松市,中国・四国,食料,"866,983"
2014,甲府市,関東甲信越,食料,"959,773"
2014,広島市,中国・四国,食料,"911,309"
2014,熊本市,九州・沖縄,食料,"844,600"
2014,金沢市,中部・北陸,食料,"1,027,430"
2014,京都市,近畿,食料,"1,069,271"
2014,宮崎市,九州・沖縄,食料,"800,648"
2014,岐阜市,中部・北陸,食料,"842,618"
2014,岡山市,中国・四国,食料,"868,318"
2014,横浜市,関東甲信越,食料,"976,193"
2014,宇都宮市,関東甲信越,食料,"988,632"
2014,さいたま市,関東甲信越,食料,"1,009,718"
2014,和歌山市,近畿,その他の消費支出,"606,107"
2014,名古屋市,中部・北陸,その他の消費支出,"616,856"
2014,北九州市,九州・沖縄,その他の消費支出,"569,828"
2014,福島市,北海道・東北,その他の消費支出,"691,072"
2014,福岡市,九州・沖縄,その他の消費支出,"659,912"
2014,福井市,中部・北陸,その他の消費支出,"674,967"
2014,富山市,中部・北陸,その他の消費支出,"1,059,449"
2014,浜松市,中部・北陸,その他の消費支出,"691,456"
2014,那覇市,九州・沖縄,その他の消費支出,"450,343"
2014,奈良市,近畿,その他の消費支出,"618,223"
2014,徳島市,中国・四国,その他の消費支出,"817,031"
2014,東京都区部,関東甲信越,その他の消費支出,"623,521"
2014,津市,中部・北陸,その他の消費支出,"653,975"
2014,鳥取市,中国・四国,その他の消費支出,"616,995"
2014,長野市,関東甲信越,その他の消費支出,"715,465"
2014,長崎市,九州・沖縄,その他の消費支出,"536,070"
2014,大分市,九州・沖縄,その他の消費支出,"703,812"
2014,大津市,近畿,その他の消費支出,"599,979"
2014,大阪市,近畿,その他の消費支出,"518,155"
2014,相模原市,関東甲信越,その他の消費支出,"596,717"
2014,前橋市,関東甲信越,その他の消費支出,"769,411"
2014,川崎市,関東甲信越,その他の消費支出,"529,327"
2014,千葉市,関東甲信越,その他の消費支出,"643,106"
2014,仙台市,北海道・東北,その他の消費支出,"605,818"
